,Reaction,EC value,Method,Evaluation,Reaction.1,Reaction formula in CID format,order,order id,Reaction formula in python dictionary,T(K),pH,Ionic strength,pMg,K',electrolytes,Buffer/reagents/solute added,Reference_id,media conditions,exclude,reaction_id
1716,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1717,Keq_1717,"{'CHB_4170': -1, 'CHB_61553': 1}",284.7,8.5,0.12,,0.22,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1717,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1718,Keq_1718,"{'CHB_4170': -1, 'CHB_61553': 1}",284.7,8.5,0.12,,0.22,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1718,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1719,Keq_1719,"{'CHB_4170': -1, 'CHB_61553': 1}",288.4,8.5,0.12,,0.24,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1719,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1720,Keq_1720,"{'CHB_4170': -1, 'CHB_61553': 1}",289.9,8.5,0.12,,0.25,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1720,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1721,Keq_1721,"{'CHB_4170': -1, 'CHB_61553': 1}",293.3,8.5,0.12,,0.26,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1721,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1722,Keq_1722,"{'CHB_4170': -1, 'CHB_61553': 1}",294.3,8.5,0.12,,0.26,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1722,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1723,Keq_1723,"{'CHB_4170': -1, 'CHB_61553': 1}",299.0,8.5,0.12,,0.27,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1723,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1724,Keq_1724,"{'CHB_4170': -1, 'CHB_61553': 1}",298.2,8.5,0.12,,0.29,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1724,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1725,Keq_1725,"{'CHB_4170': -1, 'CHB_61553': 1}",303.6,8.5,0.12,,0.3,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1725,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1726,Keq_1726,"{'CHB_4170': -1, 'CHB_61553': 1}",303.6,8.5,0.12,,0.31,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1726,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1727,Keq_1727,"{'CHB_4170': -1, 'CHB_61553': 1}",308.8,8.5,0.12,,0.33,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1727,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1728,Keq_1728,"{'CHB_4170': -1, 'CHB_61553': 1}",308.2,8.5,0.12,,0.33,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1728,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1729,Keq_1729,"{'CHB_4170': -1, 'CHB_61553': 1}",313.7,8.5,0.12,,0.34,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1729,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1730,Keq_1730,"{'CHB_4170': -1, 'CHB_61553': 1}",313.3,8.5,0.12,,0.36,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1730,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1731,Keq_1731,"{'CHB_4170': -1, 'CHB_61553': 1}",317.5,8.5,0.12,,0.38,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1731,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1732,Keq_1732,"{'CHB_4170': -1, 'CHB_61553': 1}",318.7,8.5,0.12,,0.38,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1732,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1733,Keq_1733,"{'CHB_4170': -1, 'CHB_61553': 1}",322.8,8.5,0.12,,0.41,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1733,glucose-6-phosphate isomerase,5.3.1.9,spectrophotometry,A,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),CHB_4170 = CHB_61553,1734,Keq_1734,"{'CHB_4170': -1, 'CHB_61553': 1}",322.0,8.5,0.12,,0.41,,Tris (0.050 mol dm-3) + HCl,68DYS/NOL,mol/L;IS=0.12,no,rxn_28
1734,alcohol dehydrogenase,1.1.1.1,spectrophotometry,B,1-butanol(aq) + NAD(aq) = butanal(aq) + NADH(aq),CHB_15846 + CHB_28885 = CHB_15743 + CHB_16908,1735,Keq_1735,"{'CHB_28885': -1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_15743': 1}",298.15,8.3,,,0.0018,,sodium pyrophosphate (0.01 mol dm-3),68ERI,mol/L;sodium pyrophosphate buffer=0.01,no,rxn_337
1735,alcohol dehydrogenase,1.1.1.1,spectrophotometry,B,1-hexanol(aq) + NAD(aq) = hexanal(aq) + NADH(aq),CHB_15846 + CHB_87393 = CHB_16908 + CHB_88528,1736,Keq_1736,"{'CHB_88528': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_87393': -1}",298.15,8.3,,,0.00287,,sodium pyrophosphate (0.01 mol dm-3),68ERI,mol/L;sodium pyrophosphate buffer=0.01,no,rxn_338
1736,alcohol dehydrogenase,1.1.1.1,spectrophotometry,B,1-nonanol(aq) + NAD(aq) = nonanal(aq) + NADH(aq),CHB_15846 + CHB_35986 = CHB_16908 + CHB_84268,1737,Keq_1737,"{'CHB_84268': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_35986': -1}",298.15,8.3,,,0.0305,,sodium pyrophosphate (0.01 mol dm-3),68ERI,mol/L;sodium pyrophosphate buffer=0.01,no,rxn_339
1737,alcohol dehydrogenase,1.1.1.1,spectrophotometry,B,1-octanol(aq) + NAD(aq) = octanal(aq) + NADH(aq),CHB_15846 + CHB_16188 = CHB_16908 + CHB_17935,1738,Keq_1738,"{'CHB_16908': 1, 'CHB_17935': 1, 'CHB_15846': -1, 'CHB_16188': -1}",298.15,8.3,,,0.0011,,sodium pyrophosphate (0.01 mol dm-3),68ERI,mol/L;sodium pyrophosphate buffer=0.01,no,rxn_340
1738,alcohol dehydrogenase,1.1.1.1,spectrophotometry,B,cis-3-hexene-1-ol(aq) + NAD(aq) = cis-3-hexenal(aq) + NADH(aq),CHB_15846 + CHB_28857 = CHB_16908 + CHB_23292,1739,Keq_1739,"{'CHB_16908': 1, 'CHB_15846': -1, 'CHB_23292': 1, 'CHB_28857': -1}",298.15,8.3,,,0.00072,,sodium pyrophosphate (0.01 mol dm-3),68ERI,mol/L;sodium pyrophosphate buffer=0.01,no,rxn_341
1739,alcohol dehydrogenase,1.1.1.1,spectrophotometry,B,trans-2-hexene-1-ol(aq) + NAD(aq) = trans-2-hexenal(aq) + NADH(aq),CHB_15846 + PBC_5318042 = CHB_16908 + PBC_5281168,1740,Keq_1740,"{'PBC_5318042': -1, 'PBC_5281168': 1, 'CHB_16908': 1, 'CHB_15846': -1}",298.15,8.3,,,0.283,,sodium pyrophosphate (0.01 mol dm-3),68ERI,mol/L;sodium pyrophosphate buffer=0.01,no,rxn_342
1740,"pyruvate,orthophosphate dikinase",2.7.9.1,,C,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),CHB_15361 + CHB_15422 + CHB_26078 = CHB_16027 + CHB_18021 + CHB_18361,1741,Keq_1741,"{'CHB_26078': -1, 'CHB_18361': 1, 'CHB_15422': -1, 'CHB_16027': 1, 'CHB_15361': -1, 'CHB_18021': 1}",295.15,8.3,,,0.0002,,Tris (0.038 mol dm-3) + HCl,68HAT/SLA,mol/L;Tris-HCl=0.0375;(Na)1=0.01475;(Mg)1(Cl)2=0.015;ATP=0.0035;pyruvate=0.01475;orthophosphate=0.001;AMP=0;phosphoenolpyruvate=0;pyrophosphate=0,no,rxn_343
1741,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1742,Keq_1742,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,8.5,,,5.4,,"sodium diphosphate (0.084 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;sodium pyrophosphate buffer = 0.084,no,rxn_344
1742,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1743,Keq_1743,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,8.5,,,6.2,,"sodium diphosphate (0.084 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;sodium pyrophosphate buffer = 0.084,no,rxn_344
1743,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1744,Keq_1744,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,8.5,,,3.9,,"sodium diphosphate (0.08 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;sodium pyrophosphate buffer = 0.08,no,rxn_344
1744,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1745,Keq_1745,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,8.5,,,5.4,,"sodium diphosphate (0.08 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;sodium pyrophosphate buffer = 0.08,no,rxn_344
1745,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1746,Keq_1746,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,8.5,,,5.5,,"sodium diphosphate (0.08 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;sodium pyrophosphate buffer = 0.08,no,rxn_344
1746,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1747,Keq_1747,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,8.5,,,6.6,,"sodium diphosphate (0.08 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;sodium pyrophosphate buffer = 0.08,no,rxn_344
1747,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1748,Keq_1748,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,8.5,,,6.7,,"sodium diphosphate (0.08 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;sodium pyrophosphate buffer = 0.08,no,rxn_344
1748,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1749,Keq_1749,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,8.5,,,6.2,,"sodium diphosphate (0.069 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;sodium pyrophosphate buffer = 0.069,no,rxn_344
1749,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1750,Keq_1750,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,8.5,,,6.3,,"sodium diphosphate (0.069 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;sodium pyrophosphate buffer = 0.069,no,rxn_344
1750,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1751,Keq_1751,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,6.8,,,7.9,,"potassium phosphate (0.19 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;potassium phosphate buffer = 0.19,no,rxn_344
1751,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1752,Keq_1752,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,6.8,,,6.0,,"potassium phosphate (0.13 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;potassium phosphate buffer = 0.13,no,rxn_344
1752,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1753,Keq_1753,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,6.8,,,5.2,,"potassium phosphate (0.12 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;potassium phosphate buffer = 0.12,no,rxn_344
1753,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1754,Keq_1754,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,6.8,,,6.1,,"potassium phosphate (0.12 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;potassium phosphate buffer = 0.12,no,rxn_344
1754,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1755,Keq_1755,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,6.8,,,8.0,,"potassium phosphate (0.12 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;potassium phosphate buffer = 0.12,no,rxn_344
1755,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1756,Keq_1756,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,6.8,,,4.7,,"potassium phosphate (0.08 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;potassium phosphate buffer = 0.08,no,rxn_344
1756,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1757,Keq_1757,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,6.8,,,5.7,,"potassium phosphate (0.08 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;potassium phosphate buffer = 0.08,no,rxn_344
1757,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1758,Keq_1758,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,6.8,,,5.9,,"potassium phosphate (0.08 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;potassium phosphate buffer = 0.08,no,rxn_344
1758,phenylalanine ammonia-lyase,4.3.1.5,chromatography,B,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),CHB_17295 = CHB_16134 + CHB_35697,1759,Keq_1759,"{'CHB_17295': -1, 'CHB_16134': 1, 'CHB_35697': 1}",303.15,6.8,,,7.4,,"potassium phosphate (0.08 mol dm-3), sodium diphosphate and potassium phosphate",68HAV/HAN,mol/L;potassium phosphate buffer = 0.08,no,rxn_344
1759,indolelactate dehydrogenase,1.1.1.110,spectrophotometry,C,indole-3-lactate(aq) + NAD(aq) = indole-3-pyruvate(aq) + NADH(aq),CHB_15846 + CHB_17282 = CHB_16908 + CHB_17640,1760,Keq_1760,"{'CHB_17282': -1, 'CHB_17640': 1, 'CHB_16908': 1, 'CHB_15846': -1}",310.15,7.0,,,63.0,,potassium phosphate,68JEA/DEM,mol/L;potassium phosphate buffer=0.1,no,rxn_345
1760,2-hydroxy-3-oxopropionate reductase,1.1.1.60,spectrophotometry,C,(R)-glycerate(aq) + NAD(aq) = 2-hydroxy-3-oxopropanoate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_16992,1761,Keq_1761,"{'CHB_16992': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",298.15,7.5,,,5.3e-05,,{Tris (0.2 mol dm-3) + HCl} and phosphate (0.15 mol dm-3),68KOH,mol/L;Tris-HCl=0.2,no,rxn_231
1761,malate dehydrogenase,1.1.1.37,spectrophotometry,C,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),CHB_15589 + CHB_15846 = CHB_16452 + CHB_16908,1762,Keq_1762,"{'CHB_16908': 1, 'CHB_16452': 1, 'CHB_15846': -1, 'CHB_15589': -1}",298.15,8.2,,,0.000209206,,Tris (0.1 mol dm-3) + HCl,68KOH/JAK,mol/L;Tris-HCl=0.1;(S)-malate=0.009375;NAD=0.002625,no,rxn_53
1762,malate dehydrogenase,1.1.1.37,spectrophotometry,C,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),CHB_15589 + CHB_15846 = CHB_16452 + CHB_16908,1763,Keq_1763,"{'CHB_16908': 1, 'CHB_16452': 1, 'CHB_15846': -1, 'CHB_15589': -1}",298.15,9.2,,,0.002044512,,Tris (0.1 mol dm-3) + HCl,68KOH/JAK,mol/L;Tris-HCl=0.1;(S)-malate=0.01167;NAD=0.003267,no,rxn_53
1763,malate dehydrogenase,1.1.1.37,spectrophotometry,C,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),CHB_15589 + CHB_15846 = CHB_16452 + CHB_16908,1764,Keq_1764,"{'CHB_16908': 1, 'CHB_16452': 1, 'CHB_15846': -1, 'CHB_15589': -1}",298.15,9.6,,,0.004870178,,Tris (0.1 mol dm-3) + HCl,68KOH/JAK,mol/L;Tris-HCl=0.1;(S)-malate=0.005833;NAD=0.00163,no,rxn_53
1764,malate dehydrogenase,1.1.1.37,spectrophotometry,C,meso-tartrate(aq) + NAD(aq) = (E)-dihydroxyfumarate(aq) + NADH(aq),CHB_15673 + CHB_15846 = CHB_16908 + CHB_4593,1765,Keq_1765,"{'CHB_4593': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_15673': -1}",298.15,7.54,,,5.31808e-05,,Tris (0.1 mol dm-3) + HCl,68KOH/JAK,mol/L;Tris-HCl=0.1;meso-tartrate=0.00625;NAD=0.00276,no,rxn_346
1765,malate dehydrogenase,1.1.1.37,spectrophotometry,C,meso-tartrate(aq) + NAD(aq) = (E)-dihydroxyfumarate(aq) + NADH(aq),CHB_15673 + CHB_15846 = CHB_16908 + CHB_4593,1766,Keq_1766,"{'CHB_4593': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_15673': -1}",298.15,8.13,,,0.000341625,,Tris (0.1 mol dm-3) + HCl,68KOH/JAK,mol/L;Tris-HCl=0.1;meso-tartrate=0.0075;NAD=0.00276,no,rxn_346
1766,glyoxylate reductase,1.1.1.26,spectrophotometry,C,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,1767,Keq_1767,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",298.15,8.02595,,,7.17278e-05,,,68KOH/JAK2,mol/L;potassium phosphate=0.1;(R)-glycerate=0.03,no,rxn_143
1767,glyoxylate reductase,1.1.1.26,spectrophotometry,C,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,1768,Keq_1768,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",298.15,8.85078,,,0.000669075,,,68KOH/JAK2,mol/L;potassium phosphate=0.1;(R)-glycerate=0.03,no,rxn_143
1768,glyoxylate reductase,1.1.1.26,spectrophotometry,C,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,1769,Keq_1769,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",298.15,9.08092,,,0.00117543,,,68KOH/JAK2,mol/L;potassium phosphate=0.1;(R)-glycerate=0.03,no,rxn_143
1769,glyoxylate reductase,1.1.1.26,spectrophotometry,C,glycolate(aq) + NAD(aq) = glyoxylate(aq) + NADH(aq),CHB_15846 + CHB_29805 = CHB_16891 + CHB_16908,1770,Keq_1770,"{'CHB_16891': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_29805': -1}",298.15,8.0,,,2.9e-07,,,68KOH/JAK2,mol/L;potassium phosphate=0.1;glycolate=0.75,no,rxn_144
1770,glyoxylate reductase,1.1.1.26,spectrophotometry,B,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,1771,Keq_1771,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",298.15,8.83,,,0.000419233,,"Tris + HCl, (Tris + HCl) and potassium phosphate",68KOH/WAR,mol/L;Tris-HCl=0.2,no,rxn_143
1771,glyoxylate reductase,1.1.1.26,spectrophotometry,B,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,1772,Keq_1772,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",298.15,8.5,,,0.000225375,,"Tris + HCl, (Tris + HCl) and potassium phosphate",68KOH/WAR,mol/L;Tris-HCl=0.2,no,rxn_143
1772,glyoxylate reductase,1.1.1.26,spectrophotometry,B,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,1773,Keq_1773,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",298.15,8.15,,,7.54513e-05,,"Tris + HCl, (Tris + HCl) and potassium phosphate",68KOH/WAR,mol/L;Tris-HCl=0.2,no,rxn_143
1773,glyoxylate reductase,1.1.1.26,spectrophotometry,B,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,1774,Keq_1774,"{'CHB_30841': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_16659': -1}",298.15,8.5,,,0.000226091,,"phosphate, (Tris + HCl) and potassium phosphate",68KOH/WAR,mol/L;potassium phosphate buffer=0.064,no,rxn_143
1774,glyoxylate reductase,1.1.1.26,spectrophotometry,,glycolate(aq) + NAD(aq) = glyoxylate(aq) + NADH(aq),CHB_15846 + CHB_29805 = CHB_16891 + CHB_16908,1775,Keq_1775,"{'CHB_16891': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_29805': -1}",298.15,8.83,,,2.18159e-06,,,68KOH/WAR,mol/L;Tris-HCl=0.2,no,rxn_144
1775,glyoxylate reductase,1.1.1.26,spectrophotometry,,glycolate(aq) + NAD(aq) = glyoxylate(aq) + NADH(aq),CHB_15846 + CHB_29805 = CHB_16891 + CHB_16908,1776,Keq_1776,"{'CHB_16891': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_29805': -1}",298.15,8.5,,,7.54149e-07,,,68KOH/WAR,mol/L;Tris-HCl=0.2,no,rxn_144
1776,glyoxylate reductase,1.1.1.26,spectrophotometry,,glycolate(aq) + NAD(aq) = glyoxylate(aq) + NADH(aq),CHB_15846 + CHB_29805 = CHB_16891 + CHB_16908,1777,Keq_1777,"{'CHB_16891': 1, 'CHB_16908': 1, 'CHB_15846': -1, 'CHB_29805': -1}",298.15,8.5,,,9.5198e-07,,,68KOH/WAR,mol/L;potassium phosphate buffer=0.01;glycolate=0.00075;NAD=0.006355,no,rxn_144
